Observation;site_no;Trial;site;irrigation;rep_id;rep;date;dps;soil_moisture_30;Unit_soil_moisture_30;soil_moisture_60;Unit_soil_moisture_60;soil_moisture_90;Unit_soil_moisture_90;PAW_30;Unit_PAW_30;PAW_60;Unit_PAW_60;PAW_90;Unit_PAW_90;root_yield;Unit_root_yield;root_dry_matter;Unit_root_dry_matter;leaf_yield;Unit_leaf_yield;leaf_dry_matter;Unit_leaf_dry_matter;LAI;n;sugar;Unit_sugar;K;Unit_K;Na;Unit_Na;amino_N;Unit_amino_N;soluble_Nt;Unit_soluble_Nt;NO3;Unit_NO3;betaine;Unit_betaine;invert_sugar;Unit_invert_sugar;marc;Unit_marc
Observation;9;9_2;Heuchelheim;no;86539;4;2001-06-19;73;12.85;%;13.14;%;14.47;%;9.62;mm;26.62;mm;33.64;mm;5.5;t/ha;16.31;%;15.1;t/ha;12.61;%;2.14;93;10.03;%;71.3;mmol/kg;5.5;mmol/kg;18.01;mmol/kg;59.65;mmol/kg;11.64;mmol/kg;18.47;mmol/kg;5.06;mmol/kg;4.54;%
Observation;9;9_2;Heuchelheim;no;86503;1;2001-07-04;88;9.55;%;8.07;%;8.73;%;0;mm;3.79;mm;7.8;mm;11.75;t/ha;22.39;%;20.07;t/ha;15.69;%;2.18;93;15.38;%;51;mmol/kg;7.65;mmol/kg;19.52;mmol/kg;68.74;mmol/kg;3.58;mmol/kg;23.07;mmol/kg;6.04;mmol/kg;4.63;%
Observation;9;9_2;Heuchelheim;no;86513;2;2001-07-04;88;9.16;%;7.61;%;6.71;%;0;mm;1.76;mm;0;mm;12.1;t/ha;22.04;%;19.52;t/ha;15.18;%;2.52;88;15.12;%;58.8;mmol/kg;9.45;mmol/kg;23.06;mmol/kg;80.95;mmol/kg;5.68;mmol/kg;23.14;mmol/kg;6.6;mmol/kg;4.83;%
Observation;9;9_2;Heuchelheim;no;86534;3;2001-07-04;88;9.13;%;8.74;%;10.32;%;0;mm;6.81;mm;14.92;mm;9.45;t/ha;22.1;%;17.07;t/ha;16.38;%;1.79;79;15.25;%;50.1;mmol/kg;5.4;mmol/kg;18.46;mmol/kg;62.59;mmol/kg;3.06;mmol/kg;23.36;mmol/kg;5.9;mmol/kg;5.13;%
Observation;9;9_2;Heuchelheim;no;86548;4;2001-07-04;88;9.07;%;6.85;%;7.72;%;0;mm;0;mm;3.23;mm;10.65;t/ha;22.27;%;17.13;t/ha;16.31;%;1.95;90;15.18;%;46.4;mmol/kg;4.25;mmol/kg;18.28;mmol/kg;61.49;mmol/kg;2.33;mmol/kg;21.97;mmol/kg;5.8;mmol/kg;5.14;%
Observation;9;9_2;Heuchelheim;no;86504;1;2001-07-18;102;10.7;%;7.6;%;9.39;%;1.25;mm;1.71;mm;10.74;mm;16.6;t/ha;21.57;%;19.84;t/ha;17.3;%;2.72;91;15.38;%;34.5;mmol/kg;4.05;mmol/kg;13.15;mmol/kg;50.4;mmol/kg;1.14;mmol/kg;15.43;mmol/kg;4.84;mmol/kg;4.96;%
Observation;9;9_2;Heuchelheim;no;86518;2;2001-07-18;102;9.08;%;8.27;%;9.04;%;0;mm;4.72;mm;9.17;mm;14.3;t/ha;22.23;%;16.76;t/ha;19.14;%;2.35;92;15.89;%;35.25;mmol/kg;3.45;mmol/kg;17;mmol/kg;57.45;mmol/kg;1.16;mmol/kg;17.06;mmol/kg;5.22;mmol/kg;5.22;%
Observation;9;9_2;Heuchelheim;no;86525;3;2001-07-18;102;9.29;%;7.8;%;8.52;%;0;mm;2.58;mm;6.84;mm;11.4;t/ha;23.33;%;20.1;t/ha;16.12;%;2.81;83;16.3;%;38.05;mmol/kg;6.2;mmol/kg;18.9;mmol/kg;58.96;mmol/kg;1.51;mmol/kg;20.9;mmol/kg;5.28;mmol/kg;5.18;%
Observation;9;9_2;Heuchelheim;no;86538;4;2001-07-18;102;8.87;%;8.74;%;10.66;%;0;mm;6.84;mm;16.46;mm;16.55;t/ha;21.08;%;13.41;t/ha;19.84;%;1.88;91;15.01;%;35.58;mmol/kg;8.43;mmol/kg;15.76;mmol/kg;52.85;mmol/kg;1.98;mmol/kg;16.3;mmol/kg;4.66;mmol/kg;4.73;%
Observation;9;9_2;Heuchelheim;no;86505;1;2001-08-01;116;7.97;%;6.12;%;6.1;%;0;mm;0;mm;0;mm;18.85;t/ha;24.06;%;16.4;t/ha;20.8;%;2.25;86;17.19;%;34.45;mmol/kg;4.75;mmol/kg;19.16;mmol/kg;63.62;mmol/kg;1.39;mmol/kg;19.33;mmol/kg;4.83;mmol/kg;5.08;%
Observation;9;9_2;Heuchelheim;no;86520;2;2001-08-01;116;8.42;%;7.23;%;8.82;%;0;mm;0.03;mm;8.17;mm;20.8;t/ha;24.91;%;17.8;t/ha;19.27;%;2.51;91;17.94;%;32.5;mmol/kg;8.15;mmol/kg;22.13;mmol/kg;69.08;mmol/kg;1.21;mmol/kg;22.08;mmol/kg;5.11;mmol/kg;5.13;%
Observation;9;9_2;Heuchelheim;no;86531;3;2001-08-01;116;7.25;%;7.82;%;8.59;%;0;mm;2.67;mm;7.17;mm;19.85;t/ha;24.89;%;16.69;t/ha;19.18;%;2.23;82;17.97;%;30.7;mmol/kg;9.35;mmol/kg;21.82;mmol/kg;67.75;mmol/kg;1.39;mmol/kg;20.33;mmol/kg;5.36;mmol/kg;5.05;%
Observation;9;9_2;Heuchelheim;no;86542;4;2001-08-01;116;9.07;%;8.1;%;6.39;%;0;mm;3.93;mm;0;mm;23.8;t/ha;22.56;%;19.09;t/ha;19.7;%;2.65;92;15.96;%;32.65;mmol/kg;3.4;mmol/kg;15.98;mmol/kg;54.14;mmol/kg;1.5;mmol/kg;18.99;mmol/kg;4.73;mmol/kg;5.18;%
Observation;9;9_2;Heuchelheim;no;86506;1;2001-08-15;130;11.62;%;9.88;%;NA;%;4.8;mm;11.96;mm;NA;mm;31.2;t/ha;19.86;%;26.17;t/ha;16.16;%;2.91;73;14.02;%;34.1;mmol/kg;2.65;mmol/kg;13.28;mmol/kg;47.21;mmol/kg;2.7;mmol/kg;15.72;mmol/kg;4.77;mmol/kg;4.41;%
Observation;9;9_2;Heuchelheim;no;86517;2;2001-08-15;130;9.82;%;8.72;%;7.33;%;0;mm;6.75;mm;1.48;mm;24.55;t/ha;22.76;%;16.2;t/ha;23.42;%;1.47;83;16.21;%;30.35;mmol/kg;3.25;mmol/kg;15.62;mmol/kg;61.12;mmol/kg;1.31;mmol/kg;17.96;mmol/kg;4.99;mmol/kg;4.94;%
Observation;9;9_2;Heuchelheim;no;86533;3;2001-08-15;130;9.48;%;8.47;%;9.34;%;0;mm;5.63;mm;10.54;mm;28.4;t/ha;22.52;%;19.14;t/ha;20.98;%;2.61;86;16.33;%;27.3;mmol/kg;5.7;mmol/kg;14.92;mmol/kg;53.16;mmol/kg;1.53;mmol/kg;18.18;mmol/kg;4.24;mmol/kg;4.82;%
Observation;9;9_2;Heuchelheim;no;86544;4;2001-08-15;130;9.56;%;8.44;%;8.86;%;0;mm;5.5;mm;8.36;mm;26.9;t/ha;22.28;%;18.06;t/ha;19.86;%;2.53;91;15.88;%;30.25;mmol/kg;4.8;mmol/kg;16.73;mmol/kg;56.57;mmol/kg;1.22;mmol/kg;16.25;mmol/kg;4.58;mmol/kg;4.77;%
Observation;9;9_2;Heuchelheim;no;86507;1;2001-08-29;144;8.63;%;8.26;%;9.24;%;0;mm;4.66;mm;10.1;mm;32.75;t/ha;22.75;%;21.57;t/ha;19.27;%;2.74;78;17.16;%;34.08;mmol/kg;7.03;mmol/kg;26.11;mmol/kg;83.2;mmol/kg;2.59;mmol/kg;21.97;mmol/kg;4.56;mmol/kg;4.1;%
Observation;9;9_2;Heuchelheim;no;86521;2;2001-08-29;144;8.27;%;7.76;%;8.75;%;0;mm;2.41;mm;7.89;mm;30.95;t/ha;24.7;%;18.88;t/ha;21.48;%;2.34;78;17.71;%;31.75;mmol/kg;6.2;mmol/kg;23.15;mmol/kg;73.97;mmol/kg;1.96;mmol/kg;21.28;mmol/kg;4.41;mmol/kg;4.81;%
Observation;9;9_2;Heuchelheim;no;86535;3;2001-08-29;144;8.53;%;7.89;%;6.38;%;0;mm;3;mm;0;mm;28.8;t/ha;25.24;%;15.31;t/ha;22.73;%;1.78;84;18.25;%;33.3;mmol/kg;4.1;mmol/kg;22.84;mmol/kg;73.18;mmol/kg;1.49;mmol/kg;20.88;mmol/kg;NA;mmol/kg;5.2;%
Observation;9;9_2;Heuchelheim;no;86546;4;2001-08-29;144;8.38;%;7.94;%;7.8;%;0;mm;3.23;mm;3.59;mm;36.1;t/ha;24.18;%;19.08;t/ha;21.99;%;1.78;79;17.64;%;33.9;mmol/kg;3.95;mmol/kg;23.1;mmol/kg;71.73;mmol/kg;1.83;mmol/kg;19.49;mmol/kg;4.36;mmol/kg;4.86;%
Observation;9;9_2;Heuchelheim;no;86508;1;2001-09-12;158;12.75;%;9.18;%;9.81;%;9.21;mm;8.82;mm;12.64;mm;39.2;t/ha;21.86;%;27;t/ha;17.22;%;3.16;91;15.5;%;30.8;mmol/kg;4.8;mmol/kg;13.72;mmol/kg;51.47;mmol/kg;1.82;mmol/kg;17.47;mmol/kg;4;mmol/kg;4.37;%
Observation;9;9_2;Heuchelheim;no;86516;2;2001-09-12;158;10.63;%;8.65;%;8.75;%;0.96;mm;6.44;mm;7.89;mm;33.3;t/ha;21.93;%;20.6;t/ha;19.11;%;2.16;87;15.44;%;28.95;mmol/kg;3.15;mmol/kg;11.95;mmol/kg;50.78;mmol/kg;1.43;mmol/kg;15.75;mmol/kg;3.75;mmol/kg;4.78;%
Observation;9;9_2;Heuchelheim;no;86527;3;2001-09-12;158;11.07;%;8.58;%;9.43;%;2.66;mm;6.11;mm;10.93;mm;41.55;t/ha;21.92;%;26.5;t/ha;18.79;%;2.54;88;15.5;%;28.05;mmol/kg;3.9;mmol/kg;14.16;mmol/kg;48.28;mmol/kg;1.41;mmol/kg;16.54;mmol/kg;4.23;mmol/kg;4.82;%
Observation;9;9_2;Heuchelheim;no;86547;4;2001-09-12;158;10.43;%;8.51;%;7.16;%;0.17;mm;5.8;mm;0.71;mm;42.85;t/ha;22.36;%;23.1;t/ha;18.47;%;2.63;90;16.02;%;28.1;mmol/kg;2.9;mmol/kg;13.76;mmol/kg;48.33;mmol/kg;1.46;mmol/kg;16.12;mmol/kg;3.74;mmol/kg;4.5;%
Observation;9;9_2;Heuchelheim;no;86509;1;2001-09-26;172;13.18;%;8.72;%;8.67;%;10.91;mm;6.74;mm;7.5;mm;47.05;t/ha;22.83;%;34.03;t/ha;17.06;%;2.92;85;16.3;%;34.4;mmol/kg;3.95;mmol/kg;15.4;mmol/kg;58.54;mmol/kg;2.82;mmol/kg;18.16;mmol/kg;4.44;mmol/kg;4.75;%
Observation;9;9_2;Heuchelheim;no;86519;2;2001-09-26;172;13.46;%;8.61;%;8.4;%;12;mm;6.23;mm;6.3;mm;46.95;t/ha;22.81;%;31.64;t/ha;16.57;%;3.35;85;16.4;%;34.25;mmol/kg;5.3;mmol/kg;17.22;mmol/kg;58.15;mmol/kg;2.98;mmol/kg;17.85;mmol/kg;4.17;mmol/kg;4.57;%
Observation;9;9_2;Heuchelheim;no;86530;3;2001-09-26;172;14.96;%;9.9;%;7.14;%;17.85;mm;12.04;mm;0.61;mm;51.1;t/ha;22.73;%;32.3;t/ha;16.52;%;3.52;87;16.64;%;33.8;mmol/kg;2.55;mmol/kg;12.53;mmol/kg;41.85;mmol/kg;1.72;mmol/kg;13.37;mmol/kg;3.98;mmol/kg;4.45;%
Observation;9;9_2;Heuchelheim;no;86541;4;2001-09-26;172;13.24;%;8.65;%;6.87;%;11.15;mm;6.41;mm;0;mm;42.85;t/ha;23.17;%;24.18;t/ha;18.79;%;2.32;84;16.35;%;32.75;mmol/kg;3.5;mmol/kg;13.28;mmol/kg;47.27;mmol/kg;2.1;mmol/kg;17.16;mmol/kg;3.93;mmol/kg;5.11;%
Observation;9;9_2;Heuchelheim;no;86510;1;2001-10-10;186;16.2;%;9.01;%;11.86;%;22.68;mm;8.07;mm;21.86;mm;54.25;t/ha;22.65;%;33.89;t/ha;16.49;%;3.28;96;16.26;%;36.35;mmol/kg;2.5;mmol/kg;12.39;mmol/kg;51.57;mmol/kg;1.78;mmol/kg;16.92;mmol/kg;3.61;mmol/kg;5.18;%
Observation;9;9_2;Heuchelheim;no;86523;2;2001-10-10;186;16.13;%;9.87;%;6.61;%;22.42;mm;11.94;mm;0;mm;47.35;t/ha;22.8;%;30.59;t/ha;16.67;%;3.45;78;16.14;%;36.9;mmol/kg;2.65;mmol/kg;13.28;mmol/kg;46.35;mmol/kg;2.07;mmol/kg;16.74;mmol/kg;4.13;mmol/kg;4.96;%
Observation;9;9_2;Heuchelheim;no;86532;3;2001-10-10;186;15.65;%;9.68;%;9.89;%;20.54;mm;11.06;mm;13;mm;47.45;t/ha;23.08;%;34.71;t/ha;16.58;%;3.84;85;16.33;%;35.35;mmol/kg;3.65;mmol/kg;10.98;mmol/kg;44.33;mmol/kg;1.65;mmol/kg;17.58;mmol/kg;3.93;mmol/kg;5.11;%
Observation;9;9_2;Heuchelheim;no;86545;4;2001-10-10;186;17.06;%;11.05;%;9.84;%;26.03;mm;17.23;mm;12.8;mm;54.25;t/ha;22.74;%;36.26;t/ha;15.9;%;3.59;87;16.55;%;32.9;mmol/kg;3.4;mmol/kg;11.68;mmol/kg;43.87;mmol/kg;1.52;mmol/kg;16.67;mmol/kg;2.99;mmol/kg;4.71;%
Observation;9;9_2;Heuchelheim;no;86511;1;2001-10-24;200;16.6;%;10.43;%;8.13;%;24.24;mm;14.45;mm;5.09;mm;56.55;t/ha;23.8;%;40.28;t/ha;16.02;%;4.28;82;17.09;%;36.85;mmol/kg;2.5;mmol/kg;13.63;mmol/kg;53.24;mmol/kg;1.78;mmol/kg;17.71;mmol/kg;3.7;mmol/kg;4.86;%
Observation;9;9_2;Heuchelheim;no;86524;2;2001-10-24;200;16.44;%;9.68;%;6.26;%;23.62;mm;11.07;mm;0;mm;60.25;t/ha;23.8;%;39.8;t/ha;16.38;%;3.97;85;16.94;%;32.9;mmol/kg;1.9;mmol/kg;10.62;mmol/kg;37.2;mmol/kg;1.31;mmol/kg;15.39;mmol/kg;4.21;mmol/kg;4.82;%
Observation;9;9_2;Heuchelheim;no;86526;3;2001-10-24;200;16.8;%;9.51;%;9.23;%;25.01;mm;10.3;mm;10.02;mm;52;t/ha;23.8;%;41.5;t/ha;15.88;%;4;84;17.16;%;37.45;mmol/kg;2.75;mmol/kg;12.3;mmol/kg;50.46;mmol/kg;2.24;mmol/kg;16.65;mmol/kg;3.6;mmol/kg;5.18;%
Observation;9;9_2;Heuchelheim;no;86537;4;2001-10-24;200;15.52;%;9.02;%;8.52;%;20.02;mm;8.11;mm;6.82;mm;59.85;t/ha;23.37;%;44;t/ha;15.08;%;3.85;80;16.6;%;35.93;mmol/kg;3.18;mmol/kg;14.94;mmol/kg;52.89;mmol/kg;2.6;mmol/kg;17.23;mmol/kg;3.4;mmol/kg;5.26;%
Observation;9;9_3;Heuchelheim;yes;86551;1;2001-06-06;60;11.94;%;12.37;%;13.87;%;6.07;mm;23.19;mm;30.92;mm;0.7487;t/ha;13.99;%;5.95;t/ha;11.19;%;1.15;84;6.98;%;114.6;mmol/kg;9.5;mmol/kg;22.93;mmol/kg;107.71;mmol/kg;48.05;mmol/kg;20.12;mmol/kg;8.82;mmol/kg;4.34;%
Observation;9;9_3;Heuchelheim;yes;86565;2;2001-06-06;60;12.78;%;13.44;%;13.41;%;9.34;mm;28;mm;28.86;mm;0.7555;t/ha;13.77;%;5.635;t/ha;11.99;%;0.75;88;6.92;%;103.6;mmol/kg;10.8;mmol/kg;18.77;mmol/kg;87.51;mmol/kg;39.9;mmol/kg;16.5;mmol/kg;7.77;mmol/kg;4.45;%
Observation;9;9_3;Heuchelheim;yes;86579;3;2001-06-06;60;12.98;%;12.22;%;12.64;%;10.11;mm;22.48;mm;25.37;mm;1.1238;t/ha;14.21;%;7.885;t/ha;10.31;%;1.09;91;7.38;%;112.2;mmol/kg;8;mmol/kg;18.24;mmol/kg;96.66;mmol/kg;44.45;mmol/kg;16.34;mmol/kg;6.67;mmol/kg;4.54;%
Observation;9;9_3;Heuchelheim;yes;86590;4;2001-06-06;60;12.13;%;11.63;%;14.51;%;6.79;mm;19.82;mm;33.81;mm;0.9129;t/ha;13.77;%;6.795;t/ha;11.32;%;1.23;87;6.9;%;115.3;mmol/kg;6.3;mmol/kg;19.39;mmol/kg;94.66;mmol/kg;46.74;mmol/kg;17.11;mmol/kg;6.84;mmol/kg;4.49;%
Observation;9;9_3;Heuchelheim;yes;86552;1;2001-06-19;73;12.54;%;12.84;%;13.45;%;8.39;mm;25.26;mm;29.02;mm;3.42;t/ha;15.8;%;9.83;t/ha;12.06;%;1.52;95;9.51;%;65.25;mmol/kg;8.75;mmol/kg;14.3;mmol/kg;47.55;mmol/kg;7.66;mmol/kg;16;mmol/kg;5.83;mmol/kg;4.58;%
Observation;9;9_3;Heuchelheim;yes;86572;2;2001-06-19;73;11.96;%;12.69;%;13.78;%;6.14;mm;24.63;mm;30.53;mm;5.76;t/ha;15.8;%;16.97;t/ha;12.07;%;1.84;91;9.71;%;70.55;mmol/kg;5.6;mmol/kg;17.04;mmol/kg;58.84;mmol/kg;11.72;mmol/kg;17.65;mmol/kg;5.64;mmol/kg;4.34;%
Observation;9;9_3;Heuchelheim;yes;86586;3;2001-06-19;73;12.3;%;12.47;%;14.14;%;7.47;mm;23.6;mm;32.12;mm;5.5;t/ha;16.15;%;15.98;t/ha;12.49;%;2.17;95;9.84;%;64.9;mmol/kg;5.15;mmol/kg;15.67;mmol/kg;57.22;mmol/kg;9.63;mmol/kg;17.65;mmol/kg;5.29;mmol/kg;4.27;%
Observation;9;9_3;Heuchelheim;yes;86589;4;2001-06-19;73;13.74;%;12.78;%;14.09;%;13.1;mm;25.01;mm;31.88;mm;5.28;t/ha;15.63;%;16.13;t/ha;11.39;%;2.27;82;9.45;%;74.65;mmol/kg;6.1;mmol/kg;16.91;mmol/kg;61.56;mmol/kg;19.45;mmol/kg;17.12;mmol/kg;5.04;mmol/kg;3.89;%
Observation;9;9_3;Heuchelheim;yes;86553;1;2001-07-04;88;9.51;%;7.65;%;8.13;%;0;mm;1.92;mm;5.07;mm;10.55;t/ha;21.31;%;17.72;t/ha;14.58;%;2.49;86;14.61;%;41.3;mmol/kg;9.08;mmol/kg;13.43;mmol/kg;50.49;mmol/kg;2.11;mmol/kg;18.37;mmol/kg;5.96;mmol/kg;5.08;%
Observation;9;9_3;Heuchelheim;yes;86563;2;2001-07-04;88;8.92;%;7.25;%;6.6;%;0;mm;0.1;mm;0;mm;10.65;t/ha;21.83;%;19.31;t/ha;14.75;%;2.22;80;14.89;%;54.5;mmol/kg;8.85;mmol/kg;20.98;mmol/kg;72.28;mmol/kg;5.86;mmol/kg;20.91;mmol/kg;7.16;mmol/kg;4.97;%
Observation;9;9_3;Heuchelheim;yes;86584;3;2001-07-04;88;8.09;%;7.55;%;9.27;%;0;mm;1.5;mm;10.22;mm;10.7;t/ha;21.69;%;19.18;t/ha;13.87;%;2.23;91;14.79;%;47.05;mmol/kg;6.25;mmol/kg;16.38;mmol/kg;63.55;mmol/kg;3.23;mmol/kg;21.47;mmol/kg;6.35;mmol/kg;5.2;%
Observation;9;9_3;Heuchelheim;yes;86598;4;2001-07-04;88;8.79;%;7.37;%;9.25;%;0;mm;0.65;mm;10.1;mm;10.05;t/ha;22.54;%;17.745;t/ha;16.1;%;2.17;85;15.29;%;43.4;mmol/kg;4.85;mmol/kg;15.8;mmol/kg;61.39;mmol/kg;2.98;mmol/kg;21.76;mmol/kg;6.6;mmol/kg;5.68;%
Observation;9;9_3;Heuchelheim;yes;86554;1;2001-07-18;102;12.78;%;9.76;%;7.86;%;9.36;mm;11.43;mm;3.88;mm;19.95;t/ha;18.03;%;24.14;t/ha;14.89;%;3.07;92;12.79;%;30.95;mmol/kg;5.75;mmol/kg;9.91;mmol/kg;36.29;mmol/kg;2.48;mmol/kg;13.11;mmol/kg;5.44;mmol/kg;4.32;%
Observation;9;9_3;Heuchelheim;yes;86568;2;2001-07-18;102;13.07;%;10.97;%;9.62;%;10.48;mm;16.86;mm;11.79;mm;20.1;t/ha;18.03;%;24.8;t/ha;15.03;%;3.06;93;12.72;%;33;mmol/kg;4.95;mmol/kg;10.27;mmol/kg;42.65;mmol/kg;3.26;mmol/kg;13.09;mmol/kg;4.64;mmol/kg;4.43;%
Observation;9;9_3;Heuchelheim;yes;86575;3;2001-07-18;102;12.46;%;9.84;%;10.09;%;8.08;mm;11.77;mm;13.91;mm;18.25;t/ha;18.24;%;23.68;t/ha;14.72;%;2.57;85;12.88;%;33.55;mmol/kg;7.05;mmol/kg;12.04;mmol/kg;44.76;mmol/kg;4.05;mmol/kg;12.37;mmol/kg;5.12;mmol/kg;4.35;%
Observation;9;9_3;Heuchelheim;yes;86588;4;2001-07-18;102;13.6;%;12.04;%;11.46;%;12.52;mm;21.67;mm;20.06;mm;16.8;t/ha;18.24;%;24.22;t/ha;14.63;%;2.79;84;12.67;%;32.05;mmol/kg;5.1;mmol/kg;8.85;mmol/kg;38.7;mmol/kg;3.04;mmol/kg;11.82;mmol/kg;4.84;mmol/kg;4.43;%
Observation;9;9_3;Heuchelheim;yes;86555;1;2001-08-01;116;17.76;%;15.5;%;10.79;%;28.78;mm;37.26;mm;17.04;mm;30.4;t/ha;18.13;%;35;t/ha;13.22;%;3.98;86;12.46;%;32.1;mmol/kg;7.15;mmol/kg;10.22;mmol/kg;40.89;mmol/kg;3.51;mmol/kg;11.82;mmol/kg;3.82;mmol/kg;4.23;%
Observation;9;9_3;Heuchelheim;yes;86570;2;2001-08-01;116;16.81;%;16.04;%;16.05;%;25.08;mm;39.67;mm;40.7;mm;24.15;t/ha;18.16;%;27.02;t/ha;14.02;%;2.95;96;12.31;%;32.3;mmol/kg;6;mmol/kg;7.35;mmol/kg;27.48;mmol/kg;2.95;mmol/kg;9.78;mmol/kg;3.85;mmol/kg;4.52;%
Observation;9;9_3;Heuchelheim;yes;86581;3;2001-08-01;116;16.62;%;12.69;%;8.4;%;24.33;mm;24.62;mm;6.29;mm;31.85;t/ha;18.67;%;35.49;t/ha;13.73;%;3.95;83;12.85;%;36.6;mmol/kg;5.2;mmol/kg;12.08;mmol/kg;46.79;mmol/kg;4.51;mmol/kg;13.84;mmol/kg;3.85;mmol/kg;4.22;%
Observation;9;9_3;Heuchelheim;yes;86592;4;2001-08-01;116;17.29;%;16.01;%;11.42;%;26.94;mm;39.55;mm;19.89;mm;33.6;t/ha;18.82;%;34.91;t/ha;14.34;%;3.79;90;13.02;%;34.6;mmol/kg;4.03;mmol/kg;10.71;mmol/kg;39.39;mmol/kg;2.84;mmol/kg;13.84;mmol/kg;3.83;mmol/kg;4.23;%
Observation;9;9_3;Heuchelheim;yes;86556;1;2001-08-15;130;14.45;%;14.92;%;14.67;%;15.86;mm;34.63;mm;34.52;mm;39.15;t/ha;17.86;%;44.55;t/ha;12.48;%;5.01;85;12.67;%;28.5;mmol/kg;6.85;mmol/kg;6.77;mmol/kg;23.57;mmol/kg;1.8;mmol/kg;6.94;mmol/kg;3.59;mmol/kg;3.96;%
Observation;9;9_3;Heuchelheim;yes;86567;2;2001-08-15;130;14.47;%;13.84;%;11.87;%;15.94;mm;29.79;mm;21.92;mm;52.2;t/ha;17.92;%;57.47;t/ha;11.88;%;5.48;80;12.91;%;36.2;mmol/kg;5.05;mmol/kg;13.46;mmol/kg;38.61;mmol/kg;4.46;mmol/kg;9.55;mmol/kg;3.62;mmol/kg;3.61;%
Observation;9;9_3;Heuchelheim;yes;86583;3;2001-08-15;130;12.89;%;13.67;%;14.35;%;9.79;mm;29.02;mm;33.07;mm;38.1;t/ha;17.83;%;46.11;t/ha;11.92;%;4.55;76;12.96;%;31.9;mmol/kg;5.2;mmol/kg;7.13;mmol/kg;29.68;mmol/kg;2.84;mmol/kg;6.92;mmol/kg;3.58;mmol/kg;3.78;%
Observation;9;9_3;Heuchelheim;yes;86594;4;2001-08-15;130;13.65;%;13.5;%;14.17;%;12.73;mm;28.27;mm;32.28;mm;33.8;t/ha;17.59;%;46.94;t/ha;11.41;%;4.71;91;12.53;%;32.6;mmol/kg;5.75;mmol/kg;6.9;mmol/kg;29.87;mmol/kg;1.94;mmol/kg;8.85;mmol/kg;3.63;mmol/kg;4.03;%
Observation;9;9_3;Heuchelheim;yes;86557;1;2001-08-29;144;12.1;%;12.99;%;11.58;%;6.68;mm;25.97;mm;20.63;mm;53.1;t/ha;19.65;%;50.71;t/ha;12.59;%;5.59;80;14.24;%;35.2;mmol/kg;7.25;mmol/kg;15.36;mmol/kg;47.84;mmol/kg;3.43;mmol/kg;12.22;mmol/kg;3.76;mmol/kg;3.65;%
Observation;9;9_3;Heuchelheim;yes;86571;2;2001-08-29;144;13.08;%;13.83;%;14.74;%;10.51;mm;29.74;mm;34.82;mm;49.3;t/ha;19.5;%;45.35;t/ha;13.54;%;4.44;79;14.31;%;29.6;mmol/kg;5.75;mmol/kg;9.91;mmol/kg;33.8;mmol/kg;1.87;mmol/kg;8.4;mmol/kg;3.32;mmol/kg;3.69;%
Observation;9;9_3;Heuchelheim;yes;86585;3;2001-08-29;144;11.83;%;12.09;%;10.98;%;5.64;mm;21.9;mm;17.9;mm;51.05;t/ha;19.87;%;46.36;t/ha;14.12;%;4.55;86;14.4;%;32.68;mmol/kg;4.9;mmol/kg;12.79;mmol/kg;43.48;mmol/kg;2.91;mmol/kg;11.1;mmol/kg;3.48;mmol/kg;3.79;%
Observation;9;9_3;Heuchelheim;yes;86596;4;2001-08-29;144;13.22;%;14.2;%;13.73;%;11.08;mm;31.39;mm;30.3;mm;61.65;t/ha;19.02;%;57.66;t/ha;12.32;%;5.53;87;13.86;%;30.7;mmol/kg;3.85;mmol/kg;10.14;mmol/kg;37.79;mmol/kg;1.67;mmol/kg;9.26;mmol/kg;2.92;mmol/kg;3.75;%
Observation;9;9_3;Heuchelheim;yes;86558;1;2001-09-12;158;19;%;18.98;%;18.84;%;33.61;mm;52.93;mm;53.26;mm;50.45;t/ha;19.35;%;43.6;t/ha;12.9;%;4.77;81;13.88;%;27.2;mmol/kg;6.3;mmol/kg;5.18;mmol/kg;24.03;mmol/kg;1.22;mmol/kg;7.17;mmol/kg;2.99;mmol/kg;3.79;%
Observation;9;9_3;Heuchelheim;yes;86566;2;2001-09-12;158;20.82;%;18.7;%;18.47;%;40.68;mm;51.63;mm;51.62;mm;67.9;t/ha;20.36;%;53.5;t/ha;13.84;%;5.23;88;14.93;%;29.33;mmol/kg;4.2;mmol/kg;8.1;mmol/kg;32.97;mmol/kg;1.64;mmol/kg;5.38;mmol/kg;2.68;mmol/kg;3.98;%
Observation;9;9_3;Heuchelheim;yes;86577;3;2001-09-12;158;19.81;%;19.39;%;19.42;%;36.76;mm;54.78;mm;55.9;mm;54.8;t/ha;19.87;%;44;t/ha;14.08;%;4.31;83;14.32;%;26.05;mmol/kg;5.15;mmol/kg;5.53;mmol/kg;25.16;mmol/kg;1.12;mmol/kg;5.56;mmol/kg;2.85;mmol/kg;3.66;%
Observation;9;9_3;Heuchelheim;yes;86597;4;2001-09-12;158;20.77;%;19.16;%;19.37;%;40.51;mm;53.7;mm;55.65;mm;65.7;t/ha;19.83;%;55.4;t/ha;13.08;%;5.37;93;13.95;%;31.9;mmol/kg;4.1;mmol/kg;9.96;mmol/kg;33.88;mmol/kg;2.56;mmol/kg;8.74;mmol/kg;2.6;mmol/kg;3.86;%
